   207 , -522831.31
   208 , -787856.94
   209 , -1524426.38
   210 , -1472278.88
   211 , -1908066.88
   212 , -2218320.00
   213 , -2188345.00
   214 , -2776610.75
   215 , -2878556.50
   216 , -3093958.00
   217 , -3354604.25
   218 , -3339770.75
   219 , -3600977.50
   220 , -3832537.50
   221 , -3868456.00
   222 , -3864089.00
   223 , -4002888.75
   224 , -4055627.75
   225 , -4272923.00
   226 , -4194175.50
   227 , -4139288.00
   228 , -4067634.00
   229 , -4060126.25
   230 , -4059603.50
   231 , -4156183.25
   232 , -3966802.25
   233 , -3898356.25
   234 , -3715344.50
   235 , -3467281.25
   236 , -3545725.25
   237 , -3105455.00
   238 , -3046212.75
   239 , -2827435.00
   240 , -2693752.25
   241 , -2477321.75
   242 , -2242224.25
   243 , -1830911.38
   244 , -1743016.12
   245 , -1350061.75
   246 , -1006546.62
   247 , -927298.81
   248 , -576086.25
   249 , -325442.75
   250 , -148245.39
   251 ,  230220.33
   252 ,  518067.41
   253 ,  556918.50
   254 , 1064976.25
   255 , 1326266.12
   256 , 1409153.25
   257 , 1644060.12
   258 , 1794360.00
   259 , 2026966.88
   260 , 2246739.50
   261 , 2618800.75
   262 , 2566678.50
   263 , 2724362.25
   264 , 2816613.50
   265 , 2952558.25
   266 , 2873518.75
   267 , 3148592.50
   268 , 3200482.25
   269 , 3107102.50
   270 , 3268799.50
   271 , 3089548.50
   272 , 3088030.50
   273 , 3040768.50
   274 , 2920960.25
   275 , 2900040.00
   276 , 2745322.00
   277 , 2637550.75
   278 , 2728902.50
   279 , 2397309.50
   280 , 2156995.25
   281 , 2108779.50
   282 , 1929437.00
   283 , 1608257.50
   284 , 1405892.00
   285 , 1021698.38
   286 , 1084287.25
   287 ,  764714.00
   288 ,  446033.41
   289 ,  198005.06
   290 , -195491.12
   291 , -259665.34
   292 , -497488.34
   293 , -865552.44
   294 , -1143096.62
   295 , -1273754.50
   296 , -1540348.75
   297 , -1888473.50
   298 , -2157600.50
   299 , -2443919.25
   300 , -2587698.25
   301 , -2722486.75
   302 , -3191032.00
   303 , -3269678.50
   304 , -3495982.50
   305 , -3555866.00
   306 , -3579798.75
   307 , -3888318.25
   308 , -3841288.00
   309 , -4178710.50
   310 , -4198714.00
   311 , -4218844.50
   312 , -4261801.00
   313 , -4210544.50
   314 , -4179534.50
   315 , -4198087.00
   316 , -4082225.00
   317 , -3962623.75
   318 , -4074009.25
   319 , -3971806.75
   320 , -3713424.50
   321 , -3588301.50
   322 , -3340146.75
   323 , -3336741.25
   324 , -3117186.25
   325 , -2917868.25
   326 , -2596867.50
   327 , -2392223.50
   328 , -2189044.00
   329 , -2063738.25
   330 , -1542623.12
   331 , -1155559.75
   332 , -883421.12
   333 , -617304.50
   334 , -470316.75
   335 ,   25061.05
   336 ,  208446.27
   337 ,  654274.38
   338 ,  843246.44
   339 , 1200331.88
   340 , 1656798.38
   341 , 1771020.62
   342 , 2141950.25
   343 , 2486927.75
   344 , 2665563.00
   345 , 2909974.25
   346 , 3078908.00
   347 , 3552411.50
   348 , 3781041.50
   349 , 3964714.75
   350 , 4176190.25
   351 , 4442318.50
   352 , 4507497.50
   353 , 4766355.00
   354 , 4849081.50
   355 , 4831880.50
   356 , 4841737.00
   357 , 5058417.50
   358 , 5021126.00
   359 , 5366828.00
   360 , 5313251.50
   361 , 5135655.50
   362 , 5218752.00
   363 , 4983583.00
   364 , 5165449.50
   365 , 5132171.50
   366 , 5056967.00
   367 , 4735639.00
   368 , 4558855.50
   369 , 4363140.50
   370 , 4117173.00
   371 , 3917607.50
   372 , 3754556.50
   373 , 3449487.75
   374 , 3207745.00
   375 , 3045057.75
   376 , 2661193.00
   377 , 2475006.25
   378 , 2195940.25
   379 , 1877343.75
   380 , 1573360.50
   381 , 1338594.38
   382 ,  858471.25
   383 ,  666247.19
   384 ,  275634.41
   385 ,   42614.12
   386 , -390838.56
   387 , -620496.31
   388 , -970286.56
   389 , -1322823.12
   390 , -1524022.50
   391 , -2014956.75
   392 , -2046873.88
   393 , -2466918.75
   394 , -2549180.50
   395 , -2677854.75
   396 , -3132812.75
   397 , -3317049.50
   398 , -3520173.00
   399 , -3588896.00
